Код;Подстанция;Присоединение;Устройство РЗА;2015 дата;Тип терминала;2015;2016;2017;2016 дата;2018;2021;2019;2020;Посл_пров;Дата_посл_пров;ЦСРЗАИ;Ввод в эксплуатацию;Количество присоединений;Количество релейных защит;Примечание;Норма времени на Н;Норма времени на  В;Норма времени на К;Норма времени на О;Микроэлектроника;Оформлена документация;Включено в график отключений;Стоимость реконструкции;Год реконструкции;Микропроцессорная;Мастер код;2021 дата;Норма времени на К1;Сортировка ЦДС;Выполнено;Это не РЗА?;Тип присоединения;Реконструкция по ОКС;2017 дата;2022;2023;2024;2025;2018 дата;2026;2027;2028;2029;2030;Количество электроавтоматики;Количество противоаварийной автоматики;2019 дата;Назначение устройства РЗА;Производитель;Тип объекта;Тип устройства;2020 дата;2022 дата
524;110кВ Шумилино;ВЛ-110кВ на Мясокомбинат;РЗ (ЭПЗ-1636)(замена на МР-771 2 комплекс);;ЭПЗ-1636;;;;;к;;;;к;6.2018;1;1982;1;3;;;116,40;58,60;8,10;0;0;0;100;2021;0;2;;116,40;1756;0;0;2;0;;н;;;;6;к;;;;в;;;;1;1;ПС 110;ЭМ;;11
525;110кВ Шумилино;ВЛ-110кВ на Вит. ТЭЦ;РЗ (ЭПЗ-1636)(замена на МР-771 2 комплекс);;ЭПЗ-1636;;;;;к;;;;к;6.2018;1;1991;1;3;;;116,40;58,60;8,10;0;0;0;150;2021;0;2;;116,40;1753;0;0;2;0;;н;;;;6;к;;;;в;;;;1;1;ПС 110;ЭМ;;10
526;110кВ Шумилино;ВЛ-110кВ на Плиговку;РЗА(МР-771) 1 комплекс;;МР-771;;;;;к;н;;;н;10.2021;1;2021;1;4;;30;29,00;16,80;2,60;0;0;0;100;2021;1;2;10;30,00;1758;0;0;2;0;;к1;;;к;7;;;;в;;;;;1;4;ПС 110;МП;;12
527;110кВ Шумилино;СОВЭ-110кВ;Автоматика;;;;;;;к;;;;к;5.2018;1;1991;1;1;;;29,00;16,80;2,60;0;0;0;150;2021;0;2;;29,00;1764;0;0;2;0;;в;;;;5;к;;;;в;;;;1;;ПС 110;;;4
528;110кВ Шумилино;ВЛ-35кВ на Мишневичи;РЗА;;МР-700;;;;;в;;;;к;03.2022;0;2015;1;3;;;38,70;16,90;3,30;0;0;0;5;2027;1;10;;;;0;0;3;0;;к;;;;8;в;;;;к;;;;1;4;ПС 110;МП;;3
529;110кВ Шумилино;ВЛ-35кВ на Бешенковичи;РЗА;;МР-700;;;;10;н;;;;н;08.2018;0;2017;1;3;;;38,70;16,90;3,30;0;0;0;55;2016;1;10;;38,70;;0;0;3;0;10;к;;;;8;в;;;;к;;;;1;;ПС 110;;7;4
530;110кВ Шумилино;ВЛ-35кВ на Ловжу;РЗА;;МР-700;;;;;в;;;;в;07.2018;0;2015;1;3;;;38,70;16,90;3,30;0;0;0;5;2027;1;10;;;;0;0;3;0;;к;;;;8;в;;;;к;;;;1;4;ПС 110;МП;;4
531;110кВ Шумилино;СВВ-35кВ;РЗА;;;;;н;10;н;;;к;к;03.2022;0;2017;1;1;;;60,80;30,40;5,10;0;0;0;55;2016;0;10;;60,80;;0;0;3;0;10;к;;в;;8;;;к;;;;;;1;;ПС 110;;7;3
532;110кВ Шумилино;СМВ-10кВ;РЗА;;РТ-40 и РВ-100;;;;;;;;в;в;2020;0;1991;1;1;;38;37,90;17,70;2,80;0;0;0;2;;0;10;;37,90;;0;0;6;0;;к;;;;10;в;;;;к;;;5;1;1;ПС 110;ЭМ;6;4
534;110кВ Шумилино;ТН 110кВ 1с;Вторичные цепи;;;;;;;к;;;;в;5.2022;1;1991;1;1;;;19,30;7,80;1,30;0;0;0;;;0;2;;19,30;1767;0;1;2;0;;в;;;;5;к;;;;в;;;;1;;ПС 110;;;4
535;110кВ Шумилино;ТН-110кВ 2с;Вторичные цепи;;;;;;;к;;;;в;5.2022;1;1991;1;1;;;19,30;7,80;1,30;0;0;0;;;0;2;;19,30;1768;0;1;2;0;;в;;;;5;к;;;;в;;;;1;;ПС 110;;;3
536;110кВ Шумилино;ТН-110кВ ОСШ;Вторичные цепи;;;;;;;к;;;;в;5.2022;1;1991;1;1;;;19,30;7,80;1,30;0;0;0;;;0;2;;19,30;1769;0;1;2;0;;в;;;;5;к;;;;в;;;;1;;ПС 110;;;4
537;110кВ Шумилино;ТН-35кВ 1с;Аппаратура;;;;;н;10;н;;;к;к;03.2022;0;2017;1;1;;;19,30;7,80;1,30;0;0;0;1;;0;10;;19,30;;0;1;3;0;9;;;в;;8;;;к;;;;;;1;;ПС 110;;7;
538;110кВ Шумилино;ТН-35кВ 2с;Аппаратура;;;;;н;10;н;;;к;к;2020;0;2017;1;1;;;19,30;7,80;1,30;0;0;0;1;;0;10;;19,30;;0;1;3;0;9;;;в;;8;;;к;;;;;;1;;ПС 110;;7;
539;110кВ Шумилино;ТН-10кВ 1с, ЦС;Аппаратура;;;;;;;в;;;;к;01.2022;0;1991;1;1;;;13,40;5,30;0,90;0;0;0;;;0;10;;;;0;1;6;0;;к;;;;8;в;;;;к;;;;1;;ПС 110;;;4
540;110кВ Шумилино;АЧР;АЧР (МР-600);12;МР-600;о;;о;10;н;к;к1;;к;02.2021;1;2018;1;1;;32;32,30;16,90;2,70;0;0;0;115;2016;1;10;2;32,30;1760;0;0;6;0;9;;;;в;2;;;;к;;;;2;2;4;ПС 110;МП;;
541;110кВ Шумилино;Общеподстанц.;ЦС ОПУ-1;;ТЦС-100;;;;;в;;н;к1;к1;2020;0;2019;1;1;;25;25,10;14,70;2,80;0;0;0;50;2018;1;10;;25,10;;0;1;6;0;;;;;;10;в;;;;;;;5;8;4;ПС 110;МП;7;
542;110кВ Шумилино;ЩПТ;Схема контроля ЩПТ;;;;;;;в;;;;в;11.2018;0;1981;1;1;;;28,00;20,00;1,00;0;0;0;;;0;5;;;;0;0;7;0;;к;;;;9;в;;;;к;;;;7;;ПС 110;;;10
543;110кВ Шумилино;Общеподстанц.;АВР с.н.;;;;;;;в;;;;в;04.2018;0;1991;1;1;;;16,90;8,50;1,90;0;0;0;15;;0;10;;;;0;0;7;0;;к;;;;4;в;;;;к;;;;2;;ПС 110;;;4
544;110кВ Шумилино;Общеподстанц.;ЩСН, АВР СН;;;;;;;;;в;;к;2019;0;1991;1;1;;25;25,10;9,80;1,50;0;0;1;;;0;10;;25,10;;0;0;7;0;;к;;;;10;в;;;;к;;;5;2;;ПС 110;;6;4
545;110кВ Шумилино;Общеподстанц.;ВАЗП №1;;;;;;;в;;;;в;09.2018;0;1981;1;1;;;20,80;6,20;3,20;0;0;0;;;0;5;;;;0;1;7;0;;к;;;;9;в;;;;к;;;;7;;ПС 110;;;10
546;110кВ Шумилино;Общеподстанц.;ВАЗП №2;;;;;;;в;;;;в;11.2018;0;1991;1;1;;;20,80;6,20;3,20;0;0;0;;;0;5;;;;0;1;7;0;;к;;;;9;в;;;;к;;;;7;;ПС 110;;;10
547;110кВ Шумилино;Общеподстанц.;Опер.блокировка;;Сириус 2 ОБ;;;н;11;;;;к;к1;2020;0;2017;1;1;;6;6,00;4,50;1,00;0;0;0;99;2016;0;10;;6,00;;0;1;2;0;4;;;в;;;;;;;;;;;4;15;ПС 110;ЭМ;7;
554;110кВ Шумилино;ПА;УРОВ-110кВ;;;;;;;к;;;;к;5.2018;1;1991;1;1;;;40,00;12,30;7,00;0;0;0;100;2021;0;2;;40,00;1762;0;0;2;0;;в;;;;2;в;;;;к;;;;2;;ПС 110;;;12
556;110кВ Шумилино;1,2сш 110кВ;ДЗШ-110кВ;;;;;;;к;;;;к;5.2018;1;1991;1;1;;;62,40;36,10;6,90;0;0;0;200;2021;0;2;;62,40;1751;0;0;2;0;;в;;;;2;к;;;;в;;;;1;;ПС 110;ЭМ;;12
558;110кВ Шумилино;1с 10кВ;ЗДЗ;;;;;;;в;;;;в;06.2018;0;1991;1;1;;;25,00;15,00;3,00;0;0;0;;;0;10;;;;0;0;6;0;;к;;;;8;в;;;;к;;;;1;;ПС 110;ЭМ;;4
559;110кВ Шумилино;2с 10кВ;ЗДЗ;;;;;;;в;;;;в;06.2018;0;1991;1;1;;;25,00;15,00;3,00;0;0;0;;;0;10;;;;0;0;6;0;;к;;;;8;в;;;;к;;;;1;;ПС 110;;;4
561;110кВ Шумилино;Общеподстанц.;Колонка синхрониз.;;;;;;;;;в;;в;05.2019;0;1991;1;1;;24;24,00;16,00;3,00;0;0;0;;;0;2;;24,00;;0;1;7;0;;к;;;;2;в;;;;к;;;5;;;ПС 110;;;5
562;110кВ Шумилино;Общеподстанц.;Панель РПР;;;;;;;в;;;;в;07.2018;0;1991;1;1;;;10,00;6,00;1,00;0;0;0;20;2021;0;2;;10,00;;0;1;7;0;;к;;;;7;в;;;;к;;;;;;ПС 110;;;4
563;110кВ Шумилино;Т-1;НЗТ;;РТ-40, РСВ-13;;в;в;10;н;;к1;;к;04.2022;0;2019;1;1;;10;10,00;6,00;1,00;0;0;0;;;0;10;;10,00;;0;0;4;0;8;к;;;;7;в;;;;к;;;9;1;1;ПС 110;ЭМ;;4
564;110кВ Шумилино;Т-2;НЗТ;;РТ-40, РСВ-13;;в;в;10;н;;к1;;к;05.2022;0;2019;1;1;;10;10,00;6,00;1,00;0;0;0;;;0;10;;10,00;;0;0;4;0;8;к;;;;7;в;;;;к;;;9;1;1;ПС 110;ЭМ;;4
565;35кВ Аэропорт;Т-1;РЗ;3;МР-700;к1;;;;к;;;;в;04.2022;0;2014;1;6;;148;79,60;39,30;6,50;0;0;1;6;;1;8;;79,60;;0;0;4;0;;в;;;;10;к;;;;в;;;;1;4;ПС 35;МП;;7
566;35кВ Аэропорт;Т-2;РЗ;3;МР-700;к1;;;;к;;;;в;04.2022;0;2014;1;6;;148;79,60;39,30;6,50;0;0;1;6;;1;8;;79,60;;0;0;4;0;;в;;;;10;к;;;;в;;;;1;4;ПС 35;МП;;4
567;35кВ Аэропорт;ВЛ-35кВ на Технологическу;РЗА;;;;в;;4;к;;;;в;04.2022;0;2014;1;3;;60;38,70;16,90;3,30;0;0;0;5;2038;0;8;;38,70;;0;0;3;0;;в;;;;;к;;;;в;;;;1;;ПС 35;;4;7
568;35кВ Аэропорт;ВЛ-35кВ на Стасево;РЗА;;;;в;;4;к;;;;в;04.2022;0;2014;1;3;;60;38,70;16,90;3,30;0;0;0;5;2038;0;8;;38,70;;0;0;3;0;;в;;;;;к;;;;в;;;;1;;ПС 35;;4;8
569;35кВ Аэропорт;СМВ-35кВ;РЗА;;;;в;;4;;;;к;в;04.2022;0;2014;1;1;;60;46,60;22,20;3,70;0;0;0;3;2038;0;8;;46,60;;0;0;3;0;;в;;;;;к;;;;в;;;;1;;ПС 35;;4;
570;35кВ Аэропорт;СВВ-10кВ;РЗА;;МР-700;;;;;к;;;;к;12.2018;0;2006;1;1;;60;36,30;18,30;2,90;0;0;0;;2022;1;8;;36,30;;0;0;6;0;;в;;;;6;к;;;;в;;;;1;4;ПС 35;МП;;9
572;35кВ Аэропорт;ТН-10кВ 1с;Аппаратура;;;;;;;к;;;;к;09.2018;0;1976;1;1;;40;13,40;5,30;0,90;0;0;0;1;;0;8;;13,40;;0;1;6;0;;в;;;;9;к;;;;в;;;;1;;ПС 35;;;9
573;35кВ Аэропорт;ТН-10кВ 2с;Аппаратура;;;;;;;к;;;;к;09.2018;0;1976;1;1;;40;13,40;5,30;0,90;0;0;0;1;;0;8;;13,40;;0;1;6;0;;в;;;;9;к;;;;в;;;;1;;ПС 35;;;8
576;35кВ Аэропорт;Общеподстанц.;Центральная сигн.;;;;;;;;;;;в;2014;0;1976;1;1;;60;25,10;14,70;2,80;0;0;0;70;2022;0;8;;25,10;;0;1;7;0;;в;;;;;;;;;в;;;;8;;ПС 35;;;8
579;35кВ Аэропорт;Общеподстанц.;АВР ШОП;;;;;;;;;к;;к;10.2019;0;1976;1;1;;40;16,90;8,50;1,90;0;0;0;15;2022;0;8;;16,90;;0;0;7;0;;в;;;;6;к;;;;в;;;9;2;;ПС 35;;;8
583;110кВ Руба;Т-1;РЗ;;;;о;;3;в;;;;в;03.2018;0;1980;1;6;;;143,00;71,90;14,90;0;0;1;6;;0;6;;;;0;0;4;0;;к;;;;6;в;;;;к;;;;1;;ПС 110;;;5
584;110кВ Руба;Т-2;РЗ;;;;о;;3;в;;;;в;06.2018;0;1973;1;6;;;143,00;71,90;14,90;0;0;1;6;;0;6;;;;0;0;4;0;;к;;;;7;в;;;;к;;;;1;;ПС 110;;;5
585;110кВ Руба;Т-3;РЗ;;;;о;;3;в;;;;в;09.2018;0;1973;1;1;;;143,00;71,90;14,90;0;0;0;6;;0;6;;;;0;0;4;0;;к;;;;6;в;;;;к;;;;1;;ПС 110;;;7
586;110кВ Руба;Т-4;РЗ;;ТЭМП2501SPAD346;;;;;в;;;;в;06.2018;0;2000;1;1;;;79,60;39,30;6,50;0;0;1;;;1;6;;;;0;0;4;0;;к;;;;6;в;;;;к;;;;1;7;ПС 110;МП;;4
587;110кВ Руба;Т-1;АРН;;АРТ;;в;;3;к;;;;в;08.2018;0;1980;1;1;;;32,50;9,00;5,20;1;0;0;70;2024;0;5;;;;0;0;4;0;;в;;;;6;к;;;;в;;;;5;7;ПС 110;МЭ;;5
588;110кВ Руба;Т-2;АРН;;АРТ;;в;;3;к;;;;в;07.2018;0;1973;1;1;;;32,50;9,00;5,20;1;0;0;70;2024;0;5;;;;0;0;4;0;;в;;;;7;к;;;;в;;;;5;7;ПС 110;МЭ;;5
589;110кВ Руба;Т-3;АРН;;АРТ;;в;;3;к;;;;к;09.2018;0;1973;1;1;;;32,50;9,00;5,20;1;0;0;70;2024;0;5;;;;0;0;4;0;;в;;;;6;к;;;;в;;;;5;7;ПС 110;МЭ;;7
590;110кВ Руба;Т-4;Управление РПН;;;;;;;в;;;;в;07.2018;0;2000;1;1;;;18,00;18,00;5,00;0;0;0;;;0;5;;;;0;0;4;0;;к;;;;6;в;;;;к;;;;;;ПС 110;;;4
593;110кВ Руба;СМВ-6кВ 1-2с;РЗА;;РТ-40 и РВ-100;;;;;в;;;;в;10.2018;0;1983;1;1;;;36,30;18,30;2,90;0;0;0;2;;0;6;;;;0;0;6;0;;н;;;;5;в;;;;к;;;;1;1;ПС 110;ЭМ;;10
594;110кВ Руба;СМВ-6кВ 3-4с.;РЗА;;РТ-40 и РВ-100;;;;;в;;;;в;05.2018;0;1973;1;1;;;36,30;18,30;2,90;0;0;0;2;;0;6;;;;0;0;6;0;;н;;;;5;в;;;;к;;;;1;1;ПС 110;ЭМ;;10
595;110кВ Руба;СМВ-6кВ 3-5с.;РЗА;;РТ-40 и РВ-100;;;;;в;;;;в;05.2018;0;1973;1;1;;;36,30;18,30;2,90;0;0;0;2;;0;6;;;;0;0;6;0;;н;;;;5;в;;;;к;;;;1;1;ПС 110;ЭМ;;10
596;110кВ Руба;ДГК 1с;РЗ;;РТ-40 и РВ-100;;;;;в;;;;к;02.2022;0;1983;1;2;;;28,80;13,30;2,60;0;0;0;40;2018;0;6;;;;0;0;6;0;;к;;;;5;в;;;;к;;;;1;1;ПС 110;ЭМ;;2
597;110кВ Руба;ДГК 1с;Автоматика;;БАНК;;;в;;;;;;в;02.2017;0;1990;1;1;;;35,00;25,00;7,00;1;0;0;40;2018;0;5;;;;0;0;6;0;2;к;;;;;в;;;;к;;;;1;7;ПС 110;МЭ;;2
598;110кВ Руба;ТН-10кВ;Аппаратура;;;;;;;в;;;;в;08.2018;0;2000;1;1;;;13,40;5,30;0,90;0;0;0;;;0;6;;;;0;1;6;0;;к;;;;5;в;;;;к;;;;1;;ПС 110;;;7
599;110кВ Руба;ТН-6кВ 1с;Аппаратура;;;;;;;в;;;;в;09.2018;0;1983;1;1;;;13,40;5,30;0,90;0;0;0;1;;0;6;;;;0;1;6;0;;к;;;;8;в;;;;к;;;;1;;ПС 110;;;5
600;110кВ Руба;ТН-6кВ 2с;Аппаратура;;;;;;;в;;;;в;08.2018;0;1983;1;1;;;13,40;5,30;0,90;0;0;0;1;;0;6;;;;0;1;6;0;;к;;;;8;в;;;;к;;;;1;;ПС 110;;;4
601;110кВ Руба;ТН-6кВ 3с;Аппаратура;;;;;;;в;;;;в;09.2018;0;1983;1;1;;;13,40;5,30;0,90;0;0;0;1;;0;6;;;;0;1;6;0;;к;;;;5;в;;;;к;;;;1;;ПС 110;;;4
602;110кВ Руба;ТН-6кВ 4с;Аппаратура;;;;;;;в;;;;в;04.2018;0;1983;1;1;;;13,40;5,30;0,90;0;0;0;1;;0;6;;;;0;1;6;0;;к;;;;4;в;;;;к;;;;1;;ПС 110;;;3
603;110кВ Руба;ТН-6кВ 5с;Аппаратура;;;;;;;в;;;;в;05.2018;0;1983;1;1;;;13,40;5,30;0,90;0;0;0;1;;0;6;;;;0;1;6;0;;к;;;;4;в;;;;к;;;;1;;ПС 110;;;3
604;110кВ Руба;Общеподстанц.;ЩСН, АВР СН;;;;;;;в;;;;к;02.2022;0;1990;1;1;;;25,10;9,80;1,50;0;0;1;;;0;6;;;;0;0;7;0;;к;;;;4;в;;;;к;;;;2;;ПС 110;;;2
606;110кВ Руба;Общеподстанц.;ВАЗП №1;;;;;;;в;;;;в;09.2018;0;1983;1;1;;;28,00;20,00;0,00;0;0;0;;;0;5;;;;0;1;7;0;;к;;;;5;в;;;;к;;;;7;;ПС 110;;;10
607;110кВ Руба;Общеподстанц.;ШУОТ №1;;;;;;;в;;;;в;05.2018;0;1983;1;1;;;28,00;20,00;0,00;0;0;0;;;0;5;;;;0;1;7;0;;к;;;;5;в;;;;к;;;;7;;ПС 110;;;10
608;110кВ Руба;ВЛ-35кВ на Сураж;РЗА;;;;;;;в;;;;в;08.2018;0;1973;1;3;;;38,70;16,90;3,30;0;0;1;50;2018;0;6;;;;0;0;3;0;;н;;;;8;в;;;;к;;;;1;;ПС 110;;;11
609;110кВ Руба;ВЛ-35кВ на Курино;РЗА;;;;;;;в;;;;в;08.2018;0;1973;1;3;;;38,70;16,90;3,30;0;0;1;50;2018;0;6;;;;0;0;3;0;;н;;;;8;в;;;;к;;;;1;;ПС 110;;;11
610;110кВ Руба;Общеподстанц.;ЦС ОПУ-2;;;;;;;в;;;;в;02.2018;0;1983;1;1;;;25,10;14,70;2,80;0;0;0;50;2018;0;6;;;;0;1;7;0;;;;;;2;в;;;;;;;;8;;ПС 110;;;
611;110кВ Руба;Общеподстанц.;ЦС ОПУ-1;;;;в;;;в;;;;в;08.2018;0;1990;1;1;;;25,10;14,70;2,80;0;0;0;50;2018;0;6;;;;0;1;7;0;;;;;;;в;;;;;;;;8;;ПС 110;;;
612;110кВ Руба;Общеподстанц.;БПРУ № 1;;;;;;;в;;;;к;02.2022;0;1973;1;1;;;16,00;11,00;0,00;0;0;0;;;0;6;;;;0;1;7;0;;к;;;;9;в;;;;к;;;;7;;ПС 110;;;2
613;110кВ Руба;Общеподстанц.;БПРУ № 2;;;;;;;в;;;;к;02.2022;0;1990;1;1;;;16,00;11,00;0,00;0;0;0;;;0;6;;;;0;1;7;0;;к;;;;9;в;;;;к;;;;7;;ПС 110;;;2
614;110кВ Руба;АЧР;АЧР/ДАРН (МР-600);10;МР-600-2;о;в;о;3;о;изм.уст;о;к;к;02.2020;1;2011;2;1;;32;32,30;16,90;2,70;0;0;1;;2025;1;6;1;32,30;1251;0;0;6;0;2;;в;;;1;к;;;в;;;;2;2;4;ПС 110;МП;2;
615;110кВ Руба;Общеподстанц.;Шкаф опертока КРУ-10;;;;;;;в;;;;к;02.2022;0;2000;1;1;;;28,00;20,00;0,00;0;0;0;;;0;6;;;;0;1;7;0;;к;;;;8;в;;;;к;;;;7;;ПС 110;;;2
620;110кВ Руба;ТН-35кВ;Аппаратура;;;;;;;в;;;;в;10.2018;0;1973;1;1;;;19,30;7,80;1,30;0;0;0;1;;0;6;;;;0;1;3;0;;к;;;;8;в;;;;к;;;;1;;ПС 110;;;4
621;35кВ Бычиха;Т-1;РЗ;;МР-700, МР-500;;;;;н;;;к1;к;02.2022;0;2018;1;6;;80;79,60;39,30;6,50;0;0;0;100;2018;1;3;;79,60;;0;0;4;0;;к;;;;6;в;;;;к;;;8;1;4;ПС 35;МП;3;1
622;35кВ Бычиха;Т-2;РЗ;;МР-700;;;;;н;;к1;;к;01.2022;0;2018;1;6;;80;79,60;39,30;6,50;0;0;0;100;2018;1;3;;79,60;;0;0;4;0;;к;;;;7;в;;;;к;;;8;1;4;ПС 35;МП;;1
623;35кВ Бычиха;СМВ-35кВ;РЗА;;МР-700;;к;;11;;;;в;в;2020;0;2013;1;1;;;46,60;22,20;3,70;0;0;0;3;;1;3;;43,60;;0;0;3;0;;;;к;;;;;в;;;;;;1;4;ПС 35;МП;8;
624;35кВ Бычиха;СВВ-10кВ;РЗА;;РТ-40 и РВМ-12;;;;;в;;;;в;06.2018;0;2011;1;1;;;36,30;18,30;2,90;0;0;0;2;;0;3;;;;0;0;6;0;;к;;;;9;в;;;;к;;;;1;1;ПС 35;ЭМ;;10
626;35кВ Бычиха;ТН-10кВ 1с;Аппаратура;;;;;;;в;;;;в;06.2018;0;1978;1;1;;;13,40;5,30;0,90;0;0;0;1;;0;3;;;;0;1;6;0;;к;;;;6;в;;;;к;;;;1;;ПС 35;;;10
627;35кВ Бычиха;ТН-10кВ 2с;Аппаратура;;;;;;;в;;;;в;06.2018;0;1978;1;1;;;13,40;5,30;0,90;0;0;0;1;;0;3;;;;0;1;6;0;;к;;;;6;в;;;;к;;;;1;;ПС 35;;;10
629;35кВ Бычиха;ШОП;Аппаратура;;;;;;;в;;;;в;09.2018;0;1978;1;1;;;25,10;9,80;1,50;0;0;0;15;2018;0;3;;;;0;1;7;0;;к;;;;9;в;;;;к;;;;7;;ПС 35;;;6
632;35кВ Бычиха;Общеподстанц.;Центральная сигн.;;;;;;;в;;;;в;09.2018;0;1978;1;1;;;25,10;14,70;2,80;0;0;0;50;2018;0;3;;;;0;1;7;0;;;;;;9;в;;;;;;;;8;;ПС 35;;;
635;35кВ Стасево;Т-1;РЗ;;МР-741(10кВ-2019год);;;;;в;;;;в;07.2018;0;1994;1;8;;;79,60;39,30;6,50;0;0;0;150;2025;1;7;;;;0;0;4;0;;к;;;;7;в;;;;к;;;;1;4;ПС 35;МП;;4
637;35кВ Стасево;ТН-10кВ, ЦС;Аппаратура;;МР5 ПО60;;;;;в;;н;;к1;09.2020;0;2019;1;1;;;13,40;5,30;0,90;0;0;0;;;1;7;;;;0;1;6;0;;к;;;;5;в;;;;к;;;;1;4;ПС 35;МП;;4
638;35кВ Стасево;ШОП;Аппаратура;;;;;;;в;;;;в;07.2018;0;1994;1;1;;;25,10;9,80;1,50;0;0;0;15;2025;0;7;;;;0;1;7;0;;к;;;;5;в;;;;к;;;;7;;ПС 35;;;4
639;35кВ Стасево;Общеподстанц.;Центральная сигн.;;;;;;;в;;;;в;05.2018;0;1994;1;1;;;25,10;14,70;2,80;0;0;0;70;2025;0;7;;;;0;1;7;0;;;;;;5;в;;;;;;;;8;;ПС 35;;;
640;35кВ Стасево;СМВ-35кВ;Управление;;;;;;;в;;;;в;09.2018;0;1994;1;1;;;36,30;18,30;2,90;0;0;0;30;2025;0;7;;;;0;1;3;0;;;;;;6;в;;;;;;;;;;ПС 35;;;
641;35кВ Стасево;ТН-35кВ 1с;Аппаратура;;;;;;;в;;;;в;09.2018;0;1994;1;1;;;19,30;7,80;1,30;0;0;0;;;0;7;;;;0;1;3;0;;к;;;;6;в;;;;к;;;;1;;ПС 35;;;4
643;35кВ Дрюково;Т-1;РЗ;;;;;;;в;;;;к;03.2022;0;1994;1;6;;;79,60;39,30;6,50;0;0;0;150;2025;0;7;;;;0;0;4;0;;к;;;;5;в;;;;к;;;;1;;ПС 35;;;3
645;35кВ Дрюково;ТН-10кВ;Аппаратура;;;;;;;в;;;;к;01.2022;0;1994;1;1;;;13,40;5,30;0,90;0;0;0;;;0;7;;;;0;1;6;0;;к;;;;5;в;;;;к;;;;1;;ПС 35;;;3
646;35кВ Дрюково;ШОП;Аппаратура;;;;;;;в;;;;к;03.2022;0;1994;1;1;;;25,10;9,80;1,50;0;0;0;15;2025;0;7;;;;0;1;7;0;;к;;;;6;в;;;;к;;;;7;;ПС 35;;;3
647;35кВ Дрюково;Общеподстанц.;Центральная сигн.;;;;;;;в;;;;в;06.2018;0;1994;1;1;;;25,10;14,70;2,80;0;0;0;70;2025;0;7;;;;0;1;7;0;;;;;;6;в;;;;;;;;8;;ПС 35;;;
648;110кВ Чепино;Т-1;РЗ;;;;в;;11;;;;к;к;2012;0;2000;1;6;;;143,00;71,90;14,90;0;0;0;;;0;7;;;;0;0;4;0;;;;в;;;;;к;;;;;;1;;ПС 110;;3;
649;110кВ Чепино;Т-2;РЗ;;;;в;;11;;;;к;к;2020;0;2000;1;6;;;88,30;45,10;8,40;0;0;0;;;0;7;;;;0;0;4;0;;;;в;;;;;к;;;;;;1;;ПС 110;;3;
650;110кВ Чепино;Т-1;АРН;;АРТ;;;к;;;в;;;в;03.2021;0;2000;1;1;;;32,50;9,00;5,20;1;0;0;80;2021;0;5;2;;;0;0;4;0;2;;;к;;;;;в;;;;;;5;7;ПС 110;МЭ;3;
651;110кВ Чепино;Т-2;АРН;;АРТ;;;к;;;в;;;в;12.2021;0;2000;1;1;;;32,50;9,00;5,20;1;0;0;80;2021;0;5;2;;;0;0;4;0;2;;;к;;;;;в;;;;;;5;7;ПС 110;МЭ;3;
653;110кВ Чепино;ДГК 3с;РЗ;12;SPAC 801;к;;;;в;;;;в;11.2018;0;2003;1;2;;;28,80;13,30;2,60;0;0;0;;;1;7;;;;0;0;6;0;;к;;;;8;в;;;;к;;;;1;7;ПС 110;МП;;10
654;110кВ Чепино;ДГК 3с;Автоматика;;БАНК;;в;;9;к;;;;к;11.2018;0;2003;1;1;;;35,00;25,00;7,00;1;0;0;70;2025;0;5;;;;0;0;6;0;;в;;;;8;к;;;;в;;;;1;7;ПС 110;МЭ;;10
655;110кВ Чепино;ДГК 2с;РЗ;;РТ-40 и РВ-100;;в;;2;;;;к;к;2020;0;2000;1;2;;;28,80;13,30;2,60;0;0;0;;;0;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;4;
656;110кВ Чепино;ДГК 2с;Автоматика;;БАНК;;в;;11;к;;;;к;10.2018;0;2000;1;1;;;35,00;25,00;7,00;1;0;0;70;2025;0;5;;;;0;0;6;0;;в;;;;8;к;;;;в;;;;1;7;ПС 110;МЭ;;10
657;110кВ Чепино;ТН-10кВ 1с;Аппаратура;;;;в;;9;;;;к;к;2020;0;2000;1;1;;;13,40;5,30;0,90;0;0;0;;;0;7;;;;0;1;6;0;;;;в;;;;;к;;;;;;1;;ПС 110;;4;
658;110кВ Чепино;ТН-10кВ 2с;Аппаратура;;;;в;;9;;;;;к;2012;0;2000;1;1;;;13,40;5,30;0,90;0;0;0;;;0;7;;;;0;1;6;0;;;;в;;;;;к;;;;;;1;;ПС 110;;4;
659;110кВ Чепино;Общеподстанц.;ЩСН, АВР СН;;;;в;;10;;;;к;к;2020;0;2000;1;1;;;25,10;9,80;1,50;0;0;0;;;0;7;;;;0;0;7;0;;;;в;;;;;к;;;;;;2;;ПС 110;;9;
660;110кВ Чепино;Общеподстанц.;АВР-0,4кВ;;;;в;;6;;;;к;к;2020;0;2000;1;1;;;16,90;8,50;1,90;0;0;0;;;0;7;;;;0;0;7;0;;;;в;;;;;к;;;;;;2;;ПС 110;;9;
661;110кВ Чепино;ЩПТ;Схема контроля ЩПТ;10;;;в;;2;;к;;;к;12.2021;0;2000;1;1;;;28,00;20,00;1,00;0;0;0;;;0;5;3;;;0;0;7;0;;;;в;;;;;к;;;;;;7;;ПС 110;;9;
